sku,work_center
106022090,25000002
106022091,25000001
106022092,25000002
106022093,25000001
106022094,25000001
106022095,25000001
106022096,25000001
106022097,25000001
106022098,25000001
106022099,25000001
106022100,25000001
106022101,25000001
106022102,25000001
106022103,25000001
106022104,25000001
106022105,25000001
106022106,25000001
106022107,25000001
106022108,25000001
106022109,25000001
106022110,25000001
106022111,25000001
106022112,25000001
106022113,25000001
106022114,25000001
106022115,25000001
106022116,25000001
106022117,25000001
106022118,25000001
106022119,25000001
106022120,25000001
106022121,25000001
106022122,25000001
106022123,25000001
106022124,25000001
106022125,25000001
106022126,25000001
106022127,25000001
106022128,25000001
106022129,25000001
106022130,25000001
106022131,25000001
106022132,25000001
106022133,25000001
106022134,25000001
106022135,25000001
106022136,25000001
106022137,25000001
106022138,25000001
106022139,25000001
106022140,25000001
106022141,25000001
106022142,25000001
106022143,25000001
106022144,25000001
106022145,25000001
106022146,25000001
106022147,25000001
106022148,25000001
106022149,25000001
106022150,25000001
106022151,25000001
106022152,25000001
106022153,25000001
106022154,25000001
106022155,25000001
106022156,25000002
106022157,25000001
106022158,25000001
106022159,25000002
106022160,25000002
106022161,25000002
106022162,25000002
106022163,25000002
106022164,25000002
106022165,25000002
106022166,25000002
106022167,25000002
106022168,25000001
106022169,25000001
106022170,25000001
106022171,25000001
106022172,25000001
106022173,25000001
106022174,25000001
106022175,25000001
106022176,25000001
106022177,25000001
106022178,25000001
106022179,25000001
106022180,25000001
106022181,25000001
106022182,25000001
106022183,25000001
106022184,25000001
106022185,25000001
106022186,25000001
106022187,25000001
106022188,25000001
106022189,25000001
106022190,25000001
106022191,25000001
106022192,25000001
106022193,25000001
106022194,25000002
106022195,25000002
106022196,25000002
106022197,25000002
106022198,25000002
106022199,25000002
106022200,25000002
106022201,25000002
106022202,25000002
106022203,25000002
106022204,25000002
106022205,25000002
106022206,25000002
106022207,25000002
106022208,25000002
106022209,25000002
106022210,25000002
106022211,25000002
106022212,25000002
106022213,25000002
106022214,25000002
106022215,25000002
106022216,25000002
106022217,25000002
106022218,25000002
106022219,25000002
106022220,25000002
106022221,25000002
106022222,25000002
106022223,25000002
106022224,25000002
106022225,25000002
106022226,25000002
106022227,25000002
106022228,25000002
106022229,25000002
106022230,25000002
106022231,25000002
106022232,25000002
106022233,25000002
106022234,25000002
106022235,25000002
106022236,25000002
106022237,25000002
106022238,25000002
106022239,25000002
106022240,25000002
106022241,25000002
106022242,25000002
106022243,25000002
106022244,25000002
106022245,25000002
106022246,25000002
106022247,25000002
106022248,25000002
106022249,25000002
106022250,25000002
106022251,25000002
106022252,25000002
106022253,25000002
106022254,25000002
106022255,25000002
106022256,25000002
106022257,25000002
106022258,25000002
106022259,25000002
106022260,25000002
106022261,25000002
106022262,25000002
106022263,25000002
106022264,25000002
106022265,25000002
106022266,25000002
106022267,25000002
106022268,25000002
106022269,25000002
106022270,25000002
106022271,25000002
106022272,25000002
106022273,25000002
106022274,25000002
106022275,25000002
106022276,25000002
106022277,25000002
106022278,25000002
106022279,25000002
106022280,25000002
106022281,25000002
106022282,25000002
106022283,25000002
106022284,25000002
106022285,25000002
106022286,25000002
106022287,25000002
106022288,25000002
106022289,25000002
106022290,25000002
106022291,25000002
106022292,25000002
106022293,25000002
106022294,25000002
106022295,25000002
106022296,25000002
106022297,25000002
106022298,25000002
106022299,25000002
106022300,25000002
106022301,25000002
106022302,25000002
106022303,25000002
106022304,25000002
106022305,25000002
106022306,25000002
106022307,25000002
106022308,25000002
106022309,25000002
106022310,25000002
106022311,25000002
106022312,25000002
106022313,25000002
106022314,25000002
106022315,25000002
106022316,25000002
106022317,25000002
106022318,25000002
106022319,25000002
106022320,25000002
106022321,25000002
106022322,25000002
106022323,25000002
106022324,25000002
106022325,25000002
106022326,25000002
106022327,25000002
106022328,25000002
106022329,25000002
106022330,25000002
106022331,25000002
106022332,25000002
106022333,25000002
106022334,25000002
106022335,25000002
106022336,25000002
106022337,25000002
106022338,25000002
106022339,25000002
106022340,25000002
106022341,25000002
106022342,25000002
106022343,25000002
106022344,25000002
106022345,25000002
106022346,25000002
106022347,25000002
106022348,25000002
106022349,25000002
106022350,25000002
106022351,25000002
106022352,25000002
106022353,25000002
106022354,25000002
106022355,25000002
106022356,25000002
106022357,25000002
106022358,25000002
106022359,25000002
106022360,25000002
106022361,25000002
106022362,25000002
106022363,25000002
106022364,25000002
106022365,25000002
106022366,25000002
106022367,25000002
106022368,25000002
106022369,25000002
106022370,25000002
106022371,25000002
106022372,25000002
106022373,25000002
106022374,25000002
106022375,25000002
106022376,25000002
106022377,25000002
106022378,25000002
106022379,25000002
106022380,25000002
106022381,25000002
106022382,25000002
106022383,25000002
106022384,25000002
106022385,25000002
106022386,25000002
106022387,25000002
106022388,25000002
106022389,25000002
106022390,25000002
106022391,25000002
106022392,25000002
106022393,25000002
106022394,25000002
106022395,25000002
106022396,25000002
106022397,25000002
106022398,25000002
106022399,25000002
106022400,25000002
106022401,25000002
106022402,25000002
106022403,25000002
106022404,25000002
106022405,25000002
106022406,25000002
106022407,25000002
106022409,25000002
106022410,25000002
106022411,25000002
106022412,25000002
106022413,25000002
106022414,25000002
106022415,25000002
106022416,25000002
106022417,25000002
106022418,25000002
106022419,25000002
106022420,25000002
106022421,25000002
106022422,25000002
106022423,25000002
106022424,25000002
106022425,25000002
106022426,25000002
106022427,25000002
106022428,25000002
106022429,25000002
106022430,25000002
106022431,25000002
106022432,25000002
106022433,25000002
106022434,25000002
106022435,25000002
106022436,25000002
106022437,25000002
106022438,25000002
106022439,25000002
106022440,25000002
106022441,25000002
106022442,25000002
106022443,25000002
106022444,25000002
106022445,25000002
106022446,25000002
106022447,25000002
106022448,25000002
106022450,25000002
106022451,25000002
106022452,25000002
106022453,25000002
106022454,25000002
106022456,25000002
106022457,25000002
106022458,25000002
106022459,25000002
106022460,25000002
106022461,25000002
106022462,25000002
106022463,25000002
106022464,25000002
106022465,25000002
106022466,25000002
106022468,25000002
106022469,25000002
106022471,25000002
106022472,25000002
106022473,25000002
106022474,25000001
106022475,25000002
106022476,25000002
106022478,25000002
106022479,25000002
106022480,25000002
106022481,25000002
106022482,25000002
106022483,25000002
106022484,25000002
106022486,25000002
106022487,25000002
106022488,25000002
106022494,25000002
106022495,25000002
106022496,25000002
106022497,25000002
106022498,25000002
106022499,25000002
106022500,25000002
106022501,25000002
106022502,25000002
106022503,25000002
106022504,25000002
106022509,25000002
106022510,25000002
106022511,25000002
106022512,25000002
106022513,25000002
106022514,25000002
106022515,25000002
106022516,25000002
106022517,25000002
106022518,25000002
106022519,25000002
106022520,25000002
106022521,25000002
106022522,25000002
106022523,25000002
106022524,25000002
106022525,25000002
106022526,25000002
106022527,25000002
106022528,25000002
106022529,25000001
106022530,25000002
106022531,25000002
106022532,25000002
106022533,25000002
106022534,25000002
106022535,25000002
106022536,25000002
106022537,25000002
106022538,25000002
106022539,25000002
106022540,25000002
106022541,25000002
106022542,25000002
106022543,25000002
106022544,25000002
106022545,25000002
106022546,25000002
106022547,25000002
106022548,25000002
106022549,25000002
106022550,25000002
106022551,25000002
106022552,25000002
106022553,25000002
106022554,25000002
106022555,25000002
106022556,25000002
106022557,25000002
106022558,25000002
106022559,25000002
106022560,25000002
106022561,25000001
106022562,25000002
106022563,25000002
106022564,25000002
106022565,25000002
106022566,25000002
106022567,25000002
106022568,25000002
106022569,25000002
106022570,25000002
106022571,25000002
106022572,25000002
106022573,25000002
106022574,25000002
106022575,25000002
106022576,25000002
106022577,25000002
106022578,25000002
106022579,25000002
106022580,25000002
106022581,25000002
106022582,25000002
106022583,25000002
106022584,25000002
106022585,25000002
106022586,25000002
106022587,25000002
106022588,25000001
106022589,25000002
106022590,25000002
106022591,25000002
106022592,25000002
106022593,25000002
106022594,25000002
106022595,25000002
106022596,25000002
106022597,25000002
106022598,25000002
106022599,25000002
106022600,25000002
106022601,25000002
106022602,25000002
106022603,25000002
106022604,25000002
106022605,25000002
106022606,25000002
106022607,25000002
106022608,25000002
106022609,25000002
106022610,25000002
106022611,25000002
106022612,25000002
106022613,25000002
106022614,25000002
106022615,25000002
106022616,25000002
106022617,25000002
106022618,25000001
106022619,25000001
106022620,25000001
106022621,25000001
106022622,25000001
106022623,25000001
106022624,25000001
106022625,25000001
106022626,25000001
106022627,25000001
106022628,25000001
106022629,25000001
106022630,25000001
106022631,25000001
106022632,25000001
106022633,25000001
106022634,25000001
106022635,25000001
106022636,25000001
106022637,25000001
106022638,25000001
106022639,25000001
106022640,25000001
106022641,25000001
106022642,25000001
106022643,25000001
106022644,25000001
106022645,25000001
106022646,25000001
106022647,25000001
106022648,25000001
106022649,25000001
106022650,25000001
106022651,25000001
106022652,25000001
106022653,25000001
106022654,25000001
106022655,25000001
106022656,25000001
106022657,25000001
106022658,25000001
106022659,25000001
106022660,25000001
106022661,25000001
106022662,25000001
106022663,25000001
106022664,25000001
106022665,25000001
106022666,25000001
106022667,25000001
106022668,25000001
106022669,25000001
106022670,25000001
106022671,25000001
106022672,25000001
106022673,25000001
106022674,25000001
106022675,25000001
106022676,25000001
106022677,25000001
106022678,25000001
106022679,25000001
106022680,25000001
106022681,25000001
106022682,25000001
106022683,25000001
106022684,25000001
106022685,25000001
106022686,25000001
106022687,25000001
106022688,25000001
106022689,25000001
106022690,25000001
106022691,25000001
106022692,25000001
106022693,25000001
106022694,25000001
106022695,25000001
106022696,25000001
106022697,25000001
106022698,25000001
106022699,25000001
106022700,25000001
106022701,25000001
106022702,25000001
106022703,25000001
106022704,25000001
106022705,25000001
106022706,25000001
106022707,25000001
106022708,25000001
106022709,25000001
106022710,25000001
106022711,25000001
106022712,25000001
106022713,25000001
106022714,25000001
106022715,25000001
106022716,25000001
106022717,25000001
106022718,25000001
106022719,25000001
106022720,25000001
106022721,25000001
106022722,25000001
106022723,25000001
106022724,25000001
106022725,25000001
106022726,25000001
106022727,25000001
106022728,25000001
106022729,25000001
106022730,25000001
106022731,25000001
106022732,25000001
106022733,25000001
106022734,25000001
106022735,25000001
106022736,25000001
106022737,25000001
106022738,25000001
106022739,25000001
106022740,25000001
106022741,25000001
106022742,25000001
106022743,25000001
106022744,25000001
106022745,25000001
106022746,25000001
106022747,25000001
106022748,25000001
106022749,25000001
106022750,25000001
106022751,25000001
106022752,25000001
106022753,25000001
106022754,25000001
106022755,25000001
106022756,25000001
106022757,25000001
106022758,25000001
106022759,25000001
106022760,25000001
106022761,25000001
106022762,25000001
106022763,25000001
106022764,25000001
106022765,25000001
106022766,25000001
106022767,25000001
106022768,25000001
106022769,25000001
106022770,25000001
106022771,25000001
106022772,25000001
106022773,25000001
106022774,25000001
106022775,25000001
106022776,25000001
106022777,25000001
106022778,25000001
106022779,25000001
106022780,25000001
106022781,25000001
106022782,25000001
106022783,25000001
106022784,25000001
106022785,25000001
106022786,25000001
106022787,25000001
106022788,25000001
106022789,25000001
106022790,25000001
106022791,25000001
106022792,25000001
106022793,25000001
106022794,25000001
106022795,25000001
106022796,25000001
106022797,25000001
106022798,25000001
106022799,25000001
106022800,25000001
106022801,25000001
106022802,25000001
106022803,25000001
106022804,25000001
106022805,25000001
106022806,25000001
106022807,25000001
106022808,25000001
106022809,25000001
106022810,25000001
106022811,25000001
106022812,25000001
106022813,25000001
106022814,25000001
106022815,25000001
106022816,25000001
106022817,25000001
106022818,25000001
106022819,25000001
106022820,25000001
106022821,25000001
106022822,25000001
106022823,25000001
106022824,25000001
106022825,25000001
106022826,25000001
106022827,25000001
106022828,25000001
106022829,25000001
106022830,25000001
106022831,25000001
106022832,25000001
106022833,25000001
106022834,25000001
106022835,25000001
106022836,25000001
106022837,25000001
106022838,25000001
106022839,25000001
106022840,25000001
106022841,25000001
106022842,25000001
106022843,25000001
106022844,25000001
106022845,25000001
106022846,25000001
106022847,25000001
106022848,25000001
106022849,25000001
106022850,25000001
106022851,25000001
106022852,25000001
106022853,25000001
106022854,25000001
106022855,25000001
106022856,25000001
106022857,25000001
106022858,25000001
106022859,25000001
106022860,25000001
106022861,25000001
106022862,25000001
106022863,25000001
106022864,25000001
106022865,25000001
106022866,25000001
106022867,25000001
106022868,25000001
106022869,25000001
106022870,25000001
106022871,25000001
106022872,25000001
106022873,25000001
106022874,25000001
106022875,25000001
106022876,25000001
106022877,25000001
106022878,25000001
106022879,25000001
106022880,25000001
106022881,25000001
106022883,25000001
106022884,25000001
106022885,25000001
106022886,25000001
106022887,25000001
106022888,25000001
106022889,25000001
106022890,25000001
106022891,25000001
106022892,25000001
106022893,25000001
106022894,25000001
106022895,25000001
106022896,25000001
106022897,25000001
106022898,25000001
106022899,25000001
106022900,25000001
106022901,25000001
106022902,25000001
106022903,25000001
106022904,25000001
106022905,25000001
106022906,25000001
106022907,25000001
106022908,25000001
106022909,25000001
106022910,25000001
106022911,25000001
106022912,25000001
106022913,25000001
106022914,25000001
106022915,25000001
106022916,25000001
106022917,25000001
106022918,25000001
106022919,25000001
106022920,25000001
106022921,25000001
106022922,25000001
106022923,25000001
106022924,25000001
106022925,25000001
106022926,25000001
106022927,25000001
106022928,25000001
106022929,25000001
106022930,25000001
106022931,25000001
106022932,25000001
106022933,25000001
106022934,25000001
106022935,25000001
106022936,25000001
106022937,25000001
106022938,25000001
106022939,25000001
106022940,25000001
106022941,25000001
106022942,25000001
106022943,25000001
106022944,25000001
106022945,25000001
106022946,25000001
106022947,25000001
106022948,25000001
106022949,25000001
106022950,25000001
106022951,25000001
106022952,25000001
106022953,25000001
106022954,25000001
106022955,25000001
106022956,25000001
106022957,25000001
106022958,25000001
106022959,25000001
106022960,25000001
106022961,25000001
106022962,25000001
106022963,25000001
106022964,25000001
106022965,25000001
106022966,25000001
106022967,25000001
106022968,25000001
106022969,25000001
106022970,25000001
106022971,25000001
106022972,25000001
106022973,25000001
106022974,25000001
106022975,25000001
106022976,25000001
106022977,25000001
106022978,25000001
106022979,25000001
106022980,25000001
106022981,25000001
106022982,25000001
106022983,25000001
106022984,25000001
106022985,25000001
106022986,25000001
106022987,25000001
106022988,25000001
106022989,25000001
106022990,25000001
106022991,25000001
106022992,25000001
106022993,25000001
106022994,25000001
106022995,25000001
106022996,25000001
106022997,25000001
106022998,25000001
106022999,25000001
106023000,25000001
106023001,25000001
106023002,25000001
106023003,25000001
106023004,25000001
106023005,25000001
106023006,25000001
106023007,25000001
106023008,25000001
106023009,25000001
106023010,25000001
106023011,25000001
106023012,25000001
106023013,25000001
106023014,25000001
106023015,25000001
106023016,25000001
106023017,25000001
106023018,25000001
106023019,25000001
106023020,25000001
106023021,25000001
106023022,25000001
106023023,25000001
106023024,25000001
106023025,25000001
106023026,25000001
106023027,25000001
106023028,25000001
106023029,25000001
106023030,25000001
106023031,25000001
106023032,25000001
106023033,25000001
106023034,25000001
106023035,25000001
106023036,25000001
106023037,25000001
106023038,25000002
106023039,25000002
106023040,25000002
106023041,25000002
106023042,25000002
106023043,25000002
106023044,25000002
106023045,25000002
106023046,25000002
106023047,25000002
106023048,25000002
106023049,25000002
106023050,25000002
106023051,25000002
106023052,25000002
106023053,25000002
106023054,25000002
106023055,25000002
106023056,25000002
106023057,25000002
106023058,25000002
106023059,25000002
106023060,25000002
106023061,25000002
106023062,25000002
106023063,25000002
106023064,25000002
106023065,25000002
106023066,25000002
106023067,25000002
106023068,25000002
106023069,25000002
106023070,25000002
106023071,25000002
106023072,25000002
106023073,25000002
106023074,25000002
106023075,25000002
106023076,25000002
106023077,25000002
106023078,25000002
106023079,25000002
106023080,25000002
106023081,25000002
106023082,25000002
106023083,25000001
106023084,25000002
106023085,25000002
106023086,25000002
106023087,25000002
106023088,25000002
106023089,25000002
106023090,25000001
106023091,25000001
106023092,25000001
106023093,25000001
106023094,25000001
106023095,25000001
106023096,25000001
106023097,25000001
106023098,25000001
106023099,25000001
106023100,25000001
106023101,25000001
106023102,25000001
106023103,25000001
106023104,25000001
106023105,25000001
106023106,25000001
106023107,25000001
106023108,25000001
106023109,25000001
106023110,25000001
106023111,25000001
106023112,25000001
106023113,25000001
106023114,25000001
106023115,25000001
106023116,25000002
106023117,25000002
106023118,25000002
106023119,25000002
106023120,25000002
106023121,25000002
106023122,25000002
106023123,25000002
106023124,25000002
106023125,25000002
106023126,25000002
106023127,25000002
106023128,25000002
106023129,25000002
106023130,25000002
106023131,25000002
106023132,25000001
106023133,25000001
106023134,25000001
106023135,25000001
106023136,25000001
106023137,25000001
106023138,25000001
106023139,25000002
106023140,25000001
106023141,25000002
106023142,25000002
106023143,25000002
106023144,25000002
106023145,25000002
106023146,25000002
106023147,25000002
106023148,25000002
106023149,25000002
106023150,25000002
106023151,25000002
106023152,25000002
106023153,25000002
106023154,25000002
106023155,25000002
106023156,25000002
106023157,25000002
106023158,25000002
106023159,25000002
106023160,25000002
106023161,25000002
106023162,25000002
106023163,25000002
106023164,25000002
106023165,25000002
106023166,25000002
106023167,25000002
106023168,25000002
106023169,25000002
106023170,25000002
106023171,25000002
106023172,25000002
106023173,25000002
106023174,25000002
106023175,25000002
106023176,25000002
106023177,25000002
106023178,25000002
106023179,25000002
106023180,25000002
106023181,25000002
106023182,25000002
106023183,25000002
106023184,25000002
106023185,25000002
106023186,25000002
106023187,25000002
106023188,25000002
106023189,25000002
106023190,25000002
106023191,25000002
106023192,25000002
106023193,25000002
106023194,25000002
106023195,25000002
106023196,25000002
106023197,25000002
106023198,25000002
106023199,25000002
106023200,25000002
106023201,25000002
106023202,25000002
106023203,25000002
106023204,25000002
106023205,25000002
106023206,25000002
106023207,25000002
106023208,25000002
106023209,25000002
106023210,25000002
106023211,25000002
106023212,25000002
106023213,25000002
106023214,25000002
106023215,25000002
106023216,25000002
106023217,25000002
106023218,25000002
106023219,25000002
106023220,25000002
106023221,25000002
106023222,25000002
106023223,25000002
106023224,25000002
106023225,25000002
106023226,25000002
106023227,25000002
106023228,25000002
106023229,25000002
106023230,25000002
106023231,25000002
106023232,25000002
106023233,25000002
106023234,25000002
106023235,25000002
106023236,25000002
106023237,25000002
106023238,25000002
106023239,25000002
106023240,25000002
106023241,25000002
106023242,25000002
106023243,25000002
106023244,25000002
106023245,25000001
106023246,25000001
106023247,25000001
106023248,25000001
106023249,25000001
106023250,25000001
106023251,25000001
106023252,25000001
106023253,25000001
106023254,25000001
106023255,25000001
106023256,25000001
106023257,25000001
106023258,25000001
106023259,25000001
106023260,25000001
106023261,25000001
106023262,25000001
106023263,25000001
106023264,25000001
106023265,25000001
106023266,25000001
106023267,25000001
106023268,25000001
106023269,25000001
106023270,25000001
106023271,25000001
106023272,25000001
106023273,25000001
106023274,25000001
106023275,25000001
106023276,25000001
106023277,25000001
106023278,25000001
106023279,25000001
106023280,25000001
106023281,25000001
106023282,25000001
106023283,25000001
106023284,25000001
106023285,25000001
106023286,25000001
106023287,25000001
106023288,25000001
106023289,25000001
106023290,25000001
106023291,25000001
106023292,25000001
106023293,25000001
106023294,25000001
106023295,25000001
106023296,25000001
106023297,25000001
106023298,25000001
106023299,25000001
106023300,25000001
106023301,25000001
106023302,25000001
106023303,25000001
106023304,25000001
106023305,25000001
106023306,25000001
106023307,25000001
106023308,25000001
106023309,25000001
106023310,25000001
106023311,25000001
106023312,25000001
106023313,25000001
106023314,25000001
106023315,25000001
106023316,25000001
106023317,25000001
106023318,25000001
106023319,25000001
106023320,25000001
106023321,25000001
106023322,25000001
106023323,25000001
106023324,25000001
106023325,25000001
106023326,25000001
106023327,25000001
106023328,25000001
106023329,25000001
106023330,25000001
106023331,25000001
106023332,25000001
106023333,25000001
106023334,25000001
106023335,25000001
106023336,25000001
106023337,25000001
106023338,25000001
106023339,25000001
106023340,25000001
106023341,25000001
106023342,25000001
106023343,25000001
106023344,25000001
106023345,25000001
106023346,25000001
106023347,25000001
106023348,25000001
106023349,25000001
106023350,25000001
106023351,25000001
106023352,25000001
106023353,25000001
106023354,25000001
106023355,25000001
106023356,25000001
106023357,25000001
106023358,25000001
106023359,25000001
106023360,25000001
106023361,25000001
106023362,25000001
106023363,25000001
106023364,25000001
106023365,25000001
106023366,25000001
106023367,25000001
106023368,25000001
106023369,25000001
106023370,25000001
106023371,25000001
106023372,25000001
106023373,25000001
106023374,25000001
106023375,25000001
106023376,25000001
106023377,25000001
106023378,25000001
106023379,25000001
106023380,25000001
106023381,25000001
106023382,25000001
106023383,25000001
106023384,25000001
106023385,25000001
106023386,25000001
106023387,25000001
106023388,25000001
106023389,25000001
106023390,25000001
106023391,25000001
106023392,25000001
106023393,25000001
106023394,25000001
106023395,25000001
106023396,25000001
106023397,25000001
106023398,25000001
106023399,25000001
106023400,25000001
106023401,25000001
106023402,25000001
106023403,25000001
106023404,25000001
106023405,25000001
106023406,25000001
106023407,25000001
106023408,25000001
106023409,25000001
106023410,25000001
106023411,25000001
106023412,25000001
106023413,25000001
106023414,25000001
106023415,25000001
106023416,25000001
106023417,25000001
106023418,25000001
106023419,25000001
106023420,25000001
106023421,25000001
106023422,25000001
106023423,25000001
106023424,25000001
106023425,25000001
106023426,25000001
106023427,25000001
106023428,25000001
106023429,25000001
106023430,25000001
106023431,25000001
106023432,25000001
106023433,25000001
106023434,25000001
106023435,25000001
106023436,25000001
106023437,25000001
106023438,25000001
106023439,25000001
106023440,25000001
106023441,25000001
106023442,25000001
106023443,25000001
106023444,25000001
106023445,25000001
106023446,25000001
106023447,25000001
106023448,25000001
106023449,25000001
106023450,25000001
106023451,25000001
106023452,25000001
106023453,25000001
106023454,25000001
106023456,25000002
106023457,25000001
106023458,25000001
106023460,25000001
106023461,25000001
106023462,25000001
106023463,25000001
106023464,25000001
106023465,25000001
106023466,25000001
106023467,25000001
106023468,25000001
106023469,25000001
106023470,25000001
106023471,25000001
106023472,25000001
106023473,25000001
106023474,25000001
106023475,25000001
106023476,25000001
106023477,25000002
106023478,25000001
106023479,25000001
106023480,25000001
106023481,25000002
106023482,25000002
106023483,25000002
106023484,25000002
106023485,25000002
106023486,25000001
106023487,25000001
106023488,25000001
106023489,25000001
106023490,25000001
106023491,25000001
106023492,25000001
106023493,25000002
106023494,25000001
106023495,25000001
106023496,25000001
106023497,25000001
106023498,25000001
106023500,25000001
106023502,25000001
106023504,25000001
106023506,25000001
106023507,25000001
106023508,25000001
106023509,25000001
106023510,25000001
106023511,25000001
106023512,25000001
106023513,25000002
106023514,25000002
106023515,25000002
106023516,25000002
106023517,25000002
106023518,25000002
106023519,25000002
106023521,25000001
106023522,25000001
106023523,25000001
106023524,25000002
106023525,25000001
106023526,25000002
106023527,25000002
106023528,25000002
106023529,25000001
106023531,25000001
106023532,25000001
106023533,25000001
106023534,25000001
106023535,25000001
106023536,25000001
106023537,25000001
106023538,25000001
106027005,25000002
106027006,25000002
106027007,25000002
106027008,25000002
106027011,25000002
106027012,25000002
106027014,25000002
106027015,25000002
106027016,25000001
106027024,25000001
106027029,25000001
106027030,25000002
106027031,25000001
106027032,25000001
106027033,25000001
106027048,25000002
106027049,25000001
106027050,25000001
106027051,25000001
106027052,25000001
106027054,25000002
106027059,25000001
106027061,25000001
106027062,25000001
106027063,25000002
106027068,25000002
106027069,25000002
106027070,25000002
106027073,25000001
106027074,25000001
106027077,25000002
106027086,25000001
106027087,25000001
106027096,25000001
106027097,25000001
106027167,25000002
106027168,25000002
106027184,25000002
106027185,25000002
106027196,25000002
106027197,25000002
106027201,25000002
106027202,25000002
106027213,25000002
106027214,25000002
106027216,25000002
106027221,25000002
106027224,25000002
106027225,25000002
106027232,25000001
106027244,25000001
106027251,25000001
106027275,25000002
106027284,25000002
106027286,25000002
106027289,25000002
106027307,25000002
106027308,25000002
106027310,25000001
106027352,25000001
106027353,25000001
106027354,25000001
106027356,25000001
106027357,25000001
106027366,25000001
106027369,25000001
106027370,25000001
106027387,25000001
106027406,25000001
106027407,25000001
106027408,25000001
106027409,25000001
106027412,25000001
106027413,25000001
106027415,25000001
106027416,25000001
106027420,25000001
106027422,25000001
106027433,25000001
106027434,25000001
106027435,25000001
106027440,25000001
106027602,25000001
106027635,25000001
106027672,25000001
106027693,25000001
106027710,25000001
106027711,25000001
106027713,25000001
106027714,25000001
106027715,25000001
106027794,25000001
106028152,25000001
106028163,25000001
106028164,25000001
106028204,25000001
106028205,25000001
106028206,25000001
106028208,25000001
106028209,25000001
106028216,25000001
106028222,25000001
106028223,25000001
106028224,25000001
106028225,25000001
106028263,25000001
106028279,25000001
106028280,25000001
106028381,25000001
106028382,25000001
106028389,25000001
106028396,25000001
106028397,25000001
106028445,25000002
106028446,25000002
106028451,25000002
106028454,25000002
106028455,25000002
106028469,25000002
106028473,25000002
106028474,25000002
106028489,25000001
106028491,25000001
106028493,25000001
106028496,25000001
106028497,25000001
106028508,25000001
106028509,25000001
106028526,25000002
106028528,25000002
106028534,25000002
106028535,25000002
106028543,25000002
106028556,25000002
106028557,25000002
106028562,25000002
106028570,25000002
106028573,25000002
106028575,25000002
106028576,25000002
106028578,25000002
106028580,25000002
106028583,25000002
106028589,25000002
106028591,25000002
106028593,25000002
106028594,25000002
106028597,25000002
106028604,25000001
106028605,25000001
106028606,25000001
106028615,25000001
106028624,25000001
106028625,25000001
106028642,25000001
106028648,25000001
106028654,25000001
106028655,25000001
106028663,25000001
106028666,25000001
106028667,25000001
106028673,25000001
106028674,25000001
106028680,25000001
106028691,25000001
106028694,25000001
106028701,25000001
106028705,25000001
106028706,25000001
106028711,25000001
106028714,25000001
106028715,25000001
106028720,25000001
106028733,25000001
106028734,25000001
106028744,25000001
106028755,25000001
106028757,25000001
106028758,25000001
106028759,25000001
106028761,25000001
106028766,25000002
106028775,25000002
106028776,25000002
106028782,25000002
106028784,25000002
106028815,25000002
106028816,25000002
106028817,25000002
106028820,25000002
106028822,25000002
106028824,25000002
106028830,25000002
106028832,25000002
106028833,25000002
106028842,25000002
106028848,25000002
106028849,25000002
106028878,25000002
106028883,25000002
106028884,25000002
106028886,25000002
106028894,25000002
106028923,25000002
106028925,25000002
106028926,25000002
106028928,25000002
106028929,25000002
106028931,25000001
106028935,25000001
106028940,25000001
106028941,25000001
106028946,25000002
106028950,25000002
106028951,25000002
106028954,25000002
106028955,25000002
106028958,25000002
106028963,25000002
106028974,25000001
106028981,25000002
106028984,25000001
106028987,25000001
106028990,25000001
106028999,25000001
106029000,25000001
106029004,25000002
106029006,25000002
106029012,25000002
106029015,25000002
106029017,25000002
106029023,25000002
106029024,25000002
106029025,25000002
106029036,25000002
106029039,25000002
106029040,25000002
106029043,25000002
106029044,25000002
106029053,25000002
106029054,25000002
106029077,25000002
106029078,25000002
106029079,25000002
106029080,25000002
106029345,25000001
106029348,25000001
106029360,25000001
106029368,25000001
106029374,25000001
106029390,25000001
106029414,25000001
106029415,25000001
106029418,25000001
106029420,25000001
106029423,25000001
106029425,25000001
106029426,25000001
106029434,25000001
106029436,25000001
106029437,25000001
106029439,25000001
106029445,25000001
106029454,25000001
106029455,25000001
106029456,25000001
106029459,25000001
106029465,25000001
106029479,25000001
106029481,25000001
106029482,25000001
106029494,25000001
106029499,25000001
106029502,25000001
106029508,25000001
106029511,25000001
106029512,25000001
106029513,25000001
106029521,25000001
106029528,25000001
106029530,25000001
106029532,25000001
106029543,25000001
106029546,25000001
106029547,25000001
106029549,25000001
106029552,25000001
106029553,25000001
106029555,25000001
106029569,25000001
106029574,25000001
106029576,25000001
106029590,25000001
106029593,25000001
106029602,25000001
106029604,25000001
106029605,25000001
106029606,25000001
106029610,25000001
106029616,25000001
106029631,25000001
106029637,25000001
106029639,25000001
106029650,25000001
106029655,25000001
106029656,25000001
106029658,25000001
106029659,25000001
106029672,25000001
106029680,25000001
106029682,25000001
106029703,25000001
106029710,25000001
106029724,25000001
106029725,25000001
106029726,25000001
106029727,25000001
106029790,25000002
106029799,25000001
106029863,25000001
106029885,25000001
106030119,25000001
106030174,25000002
106030212,25000001
106030213,25000001
